Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value,Method,16 and Over,16-24,25-34,35-49,50-59,60 and Over,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,mortality_target
2013/14,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,5200,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2500,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,42800,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,20700,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,26600,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,44000,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,3900,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,9300,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5800,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,2300,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,5700,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,2600,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,1000,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Male,6600,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Male,1800,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,All codes,All admissions,All admissions,Number of admissions,Female,5626660,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,738810,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C00-D48,All cancers,All cancers,Number of admissions,Female,830282,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,269940,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,376491,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,699329,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,40561,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,5842,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,8119,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,665,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,7000,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,17175,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,4785,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,5550,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,11692,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,4672,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,16020,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2439,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,57870,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,83786,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,126859,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,88001,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,17009,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,52760,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2741,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,4439,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,10855,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,20701,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,3835,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,84640,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,49505,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,11289,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,All codes,All admissions,All admissions,Attributable number,Female,169400,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C00-D48,All cancers,All cancers,Attributable number,Female,49200,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,59600,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,38900,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,9000,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,29300,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,2800,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,4800,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,500,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,800,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,4900,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,400,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,600,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,2800,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,900,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,1500,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,2000,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,44100,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,13600,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,12200,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,15300,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,2900,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,6500,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1500,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,500,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,4700,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Female,2900,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Female,1400,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Female,7700,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Female,4400,,,,,,,,,,,,,,,,,,,,,,,,0
2013/14,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Female,400,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,All codes,All admissions,All admissions,Number of admissions,,10281507,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,,1600202,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C00-D48,All cancers,All cancers,Number of admissions,,1559780,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,,541404,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,,881146,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,,1339113,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,,84194,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,,20514,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,,28997,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,,4718,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,,6778,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,,74607,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,,13708,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,,19312,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,,22648,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,,7603,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,,40208,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,,5633,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,,116705,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,,168578,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,272127,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,273337,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,,41899,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,106457,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,,12017,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,,10271,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,,22193,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,,32563,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,,5965,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,,132002,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,,65590,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,,11578,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,All codes,All admissions,All admissions,Attributable number,,460900,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C00-D48,All cancers,All cancers,Attributable number,,156600,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,,131000,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,,134300,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,,18500,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,,67800,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,,13500,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,,19100,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C32,Larynx,Cancers which can be caused by smoking,Attributable number,,3800,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C53,Cervical,Cancers which can be caused by smoking,Attributable number,,800,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C67,Bladder,Cancers which can be caused by smoking,Attributable number,,29600,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,,3400,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C16,Stomach,Cancers which can be caused by smoking,Attributable number,,4000,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,,5400,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,,2600,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,,6600,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,,4800,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,,90100,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,,36000,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,38800,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,61700,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,,7300,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,,16900,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,,7300,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,,2300,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,,10800,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,,5300,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,,2400,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,,13600,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,,6400,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,,500,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,All codes,All admissions,All admissions,Number of admissions,Male,4829192,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,877193,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C00-D48,All cancers,All cancers,Number of admissions,Male,768453,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,267664,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,510102,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,669547,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,46455,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,14759,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,20724,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3924,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,56679,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,9227,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,13762,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,12024,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,3370,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,23782,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,2985,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,56086,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,85733,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,149201,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,183424,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,24778,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,53272,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9272,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,6636,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11323,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,14347,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,2318,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,55316,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,17794,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,All codes,All admissions,All admissions,Attributable number,Male,287900,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C00-D48,All cancers,All cancers,Attributable number,Male,109100,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,67300,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,93900,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,9400,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,40400,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,10700,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,14100,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,3200,,,,,,,,,,,,,,,,,,,,,,,,0
